Fecha;cod_ine;CCAA;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida;Total Pacientes COVID ingresados;Total pacientes COVID en UCI;Ingresos COVID últimas 24 h;Altas COVID últimas 24 h;PCR;TEST_ANTICUERPOS;OTROS_TESTS;TOTAL_PRUEBAS;PCR_x_1000hab._f;TEST_Acc_f;Total_Pruebas_x_1000hab._f;OTROS_TESTS_x_1000hab._f;% Camas Ocupadas COVID_f;% Camas Ocupadas UCI COVID_f
2020-02-01;7;Castilla y León;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;9;Cataluña;8,0;6,0;0,0;0,0;2,0;;;;;;;;;;;;;;
2020-02-01;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;12;Galicia;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;13;Madrid;9,0;9,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-01;10;C. Valenciana;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;1;Andalucía;2,0;1,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;7;Castilla y León;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;5;Canarias;1,0;0,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-02;9;Cataluña;3,0;2,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-02;11;Extremadura;2,0;0,0;2,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;12;Galicia;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;13;Madrid;8,0;7,0;0,0;1,0;0,0;;;;;;;;;;;;;;
2020-02-02;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-02;10;C. Valenciana;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;1;Andalucía;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;7;Castilla y León;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;9;Cataluña;3,0;2,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-03;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;12;Galicia;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;13;Madrid;9,0;8,0;0,0;1,0;0,0;;;;;;;;;;;;;;
2020-02-03;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;17;La Rioja;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-03;10;C. Valenciana;5,0;1,0;3,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-04;1;Andalucía;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;7;Castilla y León;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;5;Canarias;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;9;Cataluña;5,0;5,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;12;Galicia;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;13;Madrid;3,0;3,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;15;Navarra;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-04;10;C. Valenciana;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;1;Andalucía;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;18;Ceuta;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;7;Castilla y León;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;9;Cataluña;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;12;Galicia;1,0;0,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-05;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;14;Murcia;2,0;0,0;2,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;13;Madrid;4,0;4,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-05;10;C. Valenciana;4,0;1,0;3,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;1;Andalucía;2,0;1,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;2;Aragón;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;7;Castilla y León;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;9;Cataluña;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;13;Madrid;4,0;4,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-06;10;C. Valenciana;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;1;Andalucía;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;7;Castilla y León;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;9;Cataluña;3,0;2,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-07;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;13;Madrid;9,0;9,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-07;10;C. Valenciana;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;1;Andalucía;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;7;Castilla y León;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;9;Cataluña;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;11;Extremadura;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;13;Madrid;8,0;8,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-08;10;C. Valenciana;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;1;Andalucía;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;7;Castilla y León;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;9;Cataluña;1,0;0,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-09;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;13;Madrid;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;16;País Vasco;1,0;0,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-09;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-09;10;C. Valenciana;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;1;Andalucía;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;7;Castilla y León;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;9;Cataluña;3,0;3,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;4;Baleares;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;14;Murcia;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;13;Madrid;11,0;11,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;15;Navarra;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-10;10;C. Valenciana;4,0;1,0;3,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;1;Andalucía;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;2;Aragón;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;7;Castilla y León;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;9;Cataluña;3,0;2,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-11;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;13;Madrid;9,0;9,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-11;10;C. Valenciana;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;1;Andalucía;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;7;Castilla y León;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;5;Canarias;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;9;Cataluña;7,0;6,0;0,0;0,0;1,0;;;;;;;;;;;;;;
2020-02-12;11;Extremadura;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;13;Madrid;10,0;10,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;16;País Vasco;2,0;2,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-12;10;C. Valenciana;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;1;Andalucía;2,0;1,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;2;Aragón;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;18;Ceuta;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;7;Castilla y León;3,0;0,0;3,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;5;Canarias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;9;Cataluña;9,0;7,0;0,0;0,0;2,0;;;;;;;;;;;;;;
2020-02-13;11;Extremadura;1,0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;12;Galicia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;4;Baleares;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;14;Murcia;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;13;Madrid;15,0;15,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;19;Melilla;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;15;Navarra;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;16;País Vasco;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;17;La Rioja;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-13;10;C. Valenciana;2,0;1,0;1,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;1;Andalucía;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;2;Aragón;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;3;Asturias;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;6;Cantabria;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;18;Ceuta;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;7;Castilla y León;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;8;Castilla La Mancha;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;5;Canarias;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
2020-02-14;9;Cataluña;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;;
